school_name,state_name,enrollment
Mercer International Middle School,Washington,1176
Daniel Bagley Elementary School,Washington,427
Ballard High School,Washington,1852
Beacon Hill International School,Washington,423
Martin Luther King Jr. Elementary School,Washington,293
Broadview-Thomson K-8 School,Washington,624
Bryant Elementary School,Washington,595
Chief Sealth International High School,Washington,1118
Cleveland High School STEM,Washington,859
Frantz Coe Elementary School,Washington,560
Concord International School,Washington,358
B F Day Elementary School,Washington,290
Dearborn Park International School,Washington,354
Dunlap Elementary School,Washington,302
Eckstein Middle School,Washington,980
Emerson Elementary School,Washington,290
Franklin High School,Washington,1257
Kimball Elementary School,Washington,425
Garfield High School,Washington,1761
Gatewood Elementary School,Washington,388
Bailey Gatzert Elementary School,Washington,315
Graham Hill Elementary School,Washington,352
Green Lake Elementary School,Washington,427
Greenwood Elementary School,Washington,361
Hamilton International Middle School,Washington,1202
West Seattle Elementary School,Washington,425
Highland Park Elementary School,Washington,359
Ingraham High School,Washington,1344
John Hay Elementary School,Washington,499
John Rogers Elementary School,Washington,366
Lafayette Elementary School,Washington,450
John Stanford International School,Washington,431
Laurelhurst Elementary School,Washington,401
Lawton Elementary School,Washington,443
Leschi Elementary School,Washington,399
Lowell Elementary School,Washington,344
Loyal Heights Elementary School,Washington,411
Madison Middle School,Washington,866
Maple Elementary School,Washington,502
McClure Middle School,Washington,544
McGilvra Elementary School,Washington,282
Madrona K-8 School,Washington,307
Montlake Elementary School,Washington,264
John Muir Elementary School,Washington,398
Nathan Hale High School,Washington,1176
North Beach Elementary School,Washington,328
Northgate Elementary School,Washington,281
Nova High School,Washington,337
Olympic Hills Elementary School,Washington,352
Olympic View Elementary School,Washington,494
South Lake High School,Washington,64
Rainier Beach High School,Washington,690
Roosevelt High School,Washington,1743
Roxhill Elementary School,Washington,299
Sacajawea Elementary School,Washington,265
Sanislo Elementary School,Washington,257
Genesee Hill Elementary,Washington,691
Aki Kurose Middle School,Washington,737
Stevens Elementary School,Washington,297
Thornton Creek Elementary School,Washington,464
Van Asselt Elementary School,Washington,472
View Ridge Elementary School,Washington,571
Washington Middle School,Washington,1090
Wedgwood Elementary School,Washington,475
West Seattle High School,Washington,992
West Woodland Elementary School,Washington,545
Whitman Middle School,Washington,856
Whittier Elementary School,Washington,477
Wing Luke Elementary School,Washington,356
Tops K-8 School,Washington,471
Seattle World School,Washington,280
Interagency Programs,Washington,395
David T. Denny International Middle School,Washington,823
Catharine Blaine K-8 School,Washington,770
Orca K-8 School,Washington,372
Hawthorne Elementary School - Seattle,Washington,385
Thurgood Marshall Elementary,Washington,549
Middle College High School,Washington,129
Education Service Centers,Washington,0
Cascade Parent Partnership Program,Washington,175
Salmon Bay K-8 School,Washington,658
Experimental Education Unit,Washington,
The Center School,Washington,234
Residential Consortium,Washington,31
Interagency Detention School,Washington,43
South Shore PK-8 School,Washington,619
Hutch School,Washington,5
Birth to 3 Contracts,Washington,430
Private School Services,Washington,182
Hazel Wolf K-8,Washington,711
Sand Point Elementary,Washington,236
Queen Anne Elementary,Washington,418
McDonald International School,Washington,457
Viewlands Elementary School,Washington,388
Rainier View Elementary School,Washington,225
Cascadia Elementary,Washington,754
Seattle Skills Center,Washington,0
Louisa Boren STEM K-8,Washington,476
Jane Addams Middle School,Washington,929
Fairmount Park Elementary School,Washington,522
Interagency Open Doors,Washington,87
Bridges Transition,Washington,102
Central Elementary School,Washington,444
Big Lake Elementary School,Washington,338
Cascade Middle School,Washington,612
Clear Lake Elementary School,Washington,315
Evergreen Elementary School,Washington,552
Lyman Elementary School,Washington,165
Mary Purcell Elementary School,Washington,421
Samish Elementary School,Washington,175
Sedro Woolley Senior High School,Washington,1207
State Street High School,Washington,158
Good Beginnings Center,Washington,57
Connections Academy,Washington,0
Selah High School,Washington,1118
Selah Academy,Washington,96
Robert Lince Early Learning Center,Washington,33
Selah HomeLink,Washington,29
SELAH ACADEMY REENGAGEMENT PROGRAM,Washington,0
John Campbell Primary School,Washington,822
Selah Intermediate School,Washington,789
Selah Middle School,Washington,818
Selkirk Elementary,Washington,131
Selkirk Middle School,Washington,50
Selkirk High School,Washington,92
Helen Haller Elementary School,Washington,625
Sequim Senior High,Washington,943
Greywolf Elementary School,Washington,548
Sequim Community School,Washington,145
Sequim Middle School,Washington,620
Shaw Island Elementary School,Washington,8
Bordeaux Elementary School,Washington,594
Evergreen Elementary School,Washington,579
Mountain View Elementary,Washington,686
Shelton High School,Washington,1069
Choice Alternative School,Washington,254
Oakland Bay Junior High School,Washington,672
Mason County Detention Center,Washington,0
Olympic Middle School,Washington,573
Meridian Park Elementary School,Washington,608
Albert Einstein Middle School,Washington,723
Briarcrest Elementary,Washington,526
Brookside Elementary,Washington,501
Echo Lake Elementary School,Washington,520
Highland Terrace Elementary,Washington,496
Kellogg Middle School,Washington,684
Lake Forest Park Elementary,Washington,535
Melvin G Syre Elementary,Washington,520
Parkwood Elementary,Washington,449
Ridgecrest Elementary,Washington,578
Shorecrest High School,Washington,1409
Shorewood High School,Washington,1612
Handicapped Contractual Services,Washington,108
Home Education Exchange,Washington,132
Fircrest Residential Habilitation,Washington,9
Cascade K-8 Community School,Washington,202
Early Childhood Education,Washington,36
Head Start,Washington,11
Skamania Elementary,Washington,84
Skykomish Elementary School,Washington,39
Skykomish High School,Washington,17
Centennial Middle School,Washington,776
Cathcart Elementary,Washington,404
Central Elementary,Washington,264
Emerson Elementary,Washington,347
Machias Elementary,Washington,494
Riverview Elementary,Washington,564
Snohomish High School,Washington,1689
Valley View Middle School,Washington,787
High School Re Entry,Washington,10
Seattle Hill Elementary,Washington,647
Dutch Hill Elementary,Washington,555
AIM High School,Washington,139
Cascade View Elementary,Washington,417
Totem Falls,Washington,447
Snohomish Center,Washington,39
Snohomish Online Learning,Washington,0
Parent Partnerhip,Washington,92
Little Cedars Elementary School,Washington,708
Glacier Peak High School,Washington,1814
Fall City Elementary,Washington,586
Mount Si High School,Washington,1833
North Bend Elementary School,Washington,462
Snoqualmie Elementary,Washington,607
Two Rivers School,Washington,102
Edwin R Opstad Elementary,Washington,557
Chief Kanim Middle School,Washington,773
Cascade View Elementary School,Washington,621
Twin Falls Middle School,Washington,800
Snoqualmie Access,Washington,72
Snoqualmie Parent Partnership Program,Washington,86
SVSD OPEN DOORS,Washington,3
Timber Ridge Elementary School,Washington,598
Soap Lake Elementary,Washington,213
Soap Lake Middle & High School,Washington,226
Smokiam Alternative High School,Washington,20
Chauncey Davis Elementary,Washington,319
South Bend High School,Washington,237
South Bend Home Link,Washington,53
Pacific County Jail,Washington,0
Foster Senior High School,Washington,931
Showalter Middle School,Washington,636
Thorndyke Elementary,Washington,397
Tukwila Elementary,Washington,534
Cascade View Elementary,Washington,485
Gateway,Washington,0
Youthsource,Washington,2
Burley Glenwood Elementary,Washington,477
Cedar Heights Middle School,Washington,773
East Port Orchard Elementary,Washington,483
Manchester Elementary School,Washington,376
Marcus Whitman Junior High,Washington,696
Olalla Elementary School,Washington,375
Orchard Heights Elementary,Washington,785
Discovery,Washington,211
South Colby Elementary,Washington,379
South Kitsap High School,Washington,2293
Sunnyslope Elementary School,Washington,506
John Sedgwick Junior High,Washington,693
Hidden Creek Elementary School,Washington,512
Mullenix Ridge Elementary School,Washington,527
Sidney Glen Elementary School,Washington,571
Explorer Academy,Washington,176
Madrona Heights PreSchool Program,Washington,94
Langley Middle School,Washington,328
South Whidbey High School,Washington,454
South Whidbey Academy,Washington,66
South Whidbey Special Services,Washington,9
South Whidbey Elementary,Washington,539
Southside Elementary,Washington,217
Alternative Tamarack School,Washington,4
Adams Elementary,Washington,356
Arlington Elementary,Washington,612
Audubon Elementary,Washington,399
Balboa Elementary,Washington,373
Bemiss Elementary,Washington,538
Browne Elementary,Washington,414
Cooper Elementary,Washington,536
Finch Elementary,Washington,545
Franklin Elementary,Washington,414
Garfield Elementary,Washington,458
Glover Middle School,Washington,495
Grant Elementary,Washington,372
Hamblen Elementary,Washington,547
Holmes Elementary,Washington,415
Hutton Elementary,Washington,557
Indian Trail Elementary,Washington,342
Jefferson Elementary,Washington,506
Ferris High School,Washington,1745
Rogers High School,Washington,1603
Lewis & Clark High School,Washington,1884
Lidgerwood Elementary,Washington,442
Lincoln Heights Elementary,Washington,499
Linwood Elementary,Washington,516
Logan Elementary,Washington,405
Longfellow Elementary,Washington,545
Madison Elementary,Washington,362
Excelsior Youth Center School,Washington,1
Mullan Road Elementary,Washington,618
North Central High School,Washington,1492
Regal Elementary,Washington,484
Ridgeview Elementary,Washington,355
Roosevelt Elementary,Washington,529
Sacajawea Middle School,Washington,782
Salk Middle School,Washington,713
Shadle Park High School,Washington,1348
Shaw Middle School,Washington,569
Sheridan Elementary,Washington,467
Garry Middle School,Washington,589
Stevens Elementary,Washington,490
Westview Elementary,Washington,490
Whitman Elementary,Washington,559
